note,auteur,avis,assureur,produit,type,date_publication,date_exp,avis_en,avis_cor,avis_cor_en,source_file,avis_clean,avis_clean_fr,avis_light,avis_cor_clean,avis_en_clean,avis_cor_en_clean
4,machado-m-124179,"Je suis satisfaite du service. Les prix sont compétitifs, par contre la signature des documents peu être un peu compliqué. L'espace perso est facile d'accès. Merci ",L'olivier Assurance,auto,train,2021-07-22,2021-07-01,"I am satisfied with the service. The prices are competitive, on the other hand the signing of the documents can be a little complicated. The personal space is easy to access. Thank you",Je suis satisfaite du service Les prix sont compétitifs par contre la signature des documents peu être un peu compliqué espace perse est facile d'accès. Merci,I am satisfied with the service The prices are competitive however signing the documents can be a little complicated Persian space is easy to access. THANKS,avis_8_traduit.xlsx,je suis satisfaite du service les prix sont compétitifs par contre la signature des documents peu être un peu compliqué l espace perso est facile d accès merci,je suis satisfaite du service les prix sont compétitifs par contre la signature des documents peu être un peu compliqué l espace perso est facile d accès merci,"Je suis satisfaite du service. Les prix sont compétitifs, par contre la signature des documents peu être un peu compliqué. L'espace perso est facile d'accès. Merci",je suis satisfaite du service les prix sont compétitifs par contre la signature des documents peu être un peu compliqué espace perse est facile d accès merci,i am satisfied with the service the prices are competitive on the other hand the signing of the documents can be a little complicated the personal space is easy to access thank you,i am satisfied with the service the prices are competitive however signing the documents can be a little complicated persian space is easy to access thanks
4,sandy-64956,"Conseiller très agréable, de bon conseils et un bon service",Santiane,sante,train,2018-06-21,2018-06-01,"Very pleasant advisor, good advice and good service",Conseiller très agréable de bon conseils et un bon service,"Very pleasant advisor, good advice and good service",avis_12_traduit.xlsx,conseiller très agréable de bon conseils et un bon service,conseiller très agréable de bon conseils et un bon service,"Conseiller très agréable, de bon conseils et un bon service",conseiller très agréable de bon conseils et un bon service,very pleasant advisor good advice and good service,very pleasant advisor good advice and good service
1,jenny-129609,Ne fait absolument rien pour défendre ses assurés je suis obligée de faire les démarches pour être entendue c'est totalement lamentable je déconseille fortement !!!!!!,Suravenir,credit,train,2021-08-26,2021-08-01,"Absolutely does nothing to defend his insured I am forced to take the steps to be heard, it is completely lamentable I do not advise strongly !!!!!!",Ne fait absolument rien pour défendre ses assurés je suis obligée de faire les démarches pour être entendue est totalement lamentable je déconseille fortement !!!!!!,Does absolutely nothing to defend its policyholders I am obliged to take steps to be heard is totally lamentable I strongly advise against!!!!!!,avis_23_traduit.xlsx,ne fait absolument rien pour défendre ses assurés je suis obligée de faire les démarches pour être entendue c est totalement lamentable je déconseille fortement,ne fait absolument rien pour défendre ses assurés je suis obligée de faire les démarches pour être entendue c est totalement lamentable je déconseille fortement,Ne fait absolument rien pour défendre ses assurés je suis obligée de faire les démarches pour être entendue c'est totalement lamentable je déconseille fortement !!!!!!,ne fait absolument rien pour défendre ses assurés je suis obligée de faire les démarches pour être entendue est totalement lamentable je déconseille fortement,absolutely does nothing to defend his insured i am forced to take the steps to be heard it is completely lamentable i do not advise strongly,does absolutely nothing to defend its policyholders i am obliged to take steps to be heard is totally lamentable i strongly advise against
3,tg-67109,"J'ai 12 contrats chez Maaf  la totale, j'aimerai qu'il ait un geste commercial pour fidélitée ,100% de contrats chez eux ",MAAF,auto,train,2018-09-26,2018-09-01,"I have 12 contracts at Maaf La Totale, I would like him to have a commercial gesture for loyalty, 100% contracts at home","ai 12 contrats chez mais la totale aimerai qui ait un geste commercial pour fidélité ,100% de contrats chez eux","I have 12 contracts with them but the total would like to have a commercial gesture for loyalty, 100% of contracts with them",avis_20_traduit.xlsx,j ai 12 contrats chez maaf la totale j aimerai qu il ait un geste commercial pour fidélitée 100 de contrats chez eux,j ai 12 contrats chez maaf la totale j aimerai qu il ait un geste commercial pour fidélitée 100 de contrats chez eux,"J'ai 12 contrats chez Maaf la totale, j'aimerai qu'il ait un geste commercial pour fidélitée ,100% de contrats chez eux",ai 12 contrats chez mais la totale aimerai qui ait un geste commercial pour fidélité 100 de contrats chez eux,i have 12 contracts at maaf la totale i would like him to have a commercial gesture for loyalty 100 contracts at home,i have 12 contracts with them but the total would like to have a commercial gesture for loyalty 100 of contracts with them
4,barthelemy-a-114927,"Je suis satisfait du positionnement prix et compétitivité.
Je suis mécontent de la gestion administrative de la mise en place du contrat.

 l''ensemble est satisfaisant.",Direct Assurance,auto,train,2021-05-26,2021-05-01,"I am satisfied with the price and competitiveness positioning.
I am dissatisfied with the administrative management of the implementation of the contract.

 The set is satisfactory.",Je suis satisfait du positionnement prix et compétitivité Je suis mécontent de la gestion administrative de la mise en place du contrat l''ensemble est satisfaisant,I am satisfied with the price and competitiveness positioning I am dissatisfied with the administrative management of the implementation of the contract overall is satisfactory,avis_18_traduit.xlsx,je suis satisfait du positionnement prix et compétitivité je suis mécontent de la gestion administrative de la mise en place du contrat l ensemble est satisfaisant,je suis satisfait du positionnement prix et compétitivité je suis mécontent de la gestion administrative de la mise en place du contrat l ensemble est satisfaisant,Je suis satisfait du positionnement prix et compétitivité. Je suis mécontent de la gestion administrative de la mise en place du contrat. l''ensemble est satisfaisant.,je suis satisfait du positionnement prix et compétitivité je suis mécontent de la gestion administrative de la mise en place du contrat l ensemble est satisfaisant,i am satisfied with the price and competitiveness positioning i am dissatisfied with the administrative management of the implementation of the contract the set is satisfactory,i am satisfied with the price and competitiveness positioning i am dissatisfied with the administrative management of the implementation of the contract overall is satisfactory
4,desmargers-f-138411,Satisfait de la faciliter à créer mon contrat. J’ai été parrainé et la baisse de prix de 50 offerte est très attractive. Le prix de l’assurance est très correcte.,L'olivier Assurance,auto,train,2021-10-27,2021-10-01,Satisfied to facilitate it to create my contract. I was sponsored and the price drop of 50 offered is very attractive. The insurance price is very correct.,Satisfait de la faciliter à créer mon contrat ai été parrainé et la baisse de prix de 50 offerte est très attractives Le prix de assurance est très correcte,Satisfied to make it easier to create my contract I was sponsored and the price reduction of 50 offered is very attractive The insurance price is very correct,avis_14_traduit.xlsx,satisfait de la faciliter à créer mon contrat j ai été parrainé et la baisse de prix de 50 offerte est très attractive le prix de l assurance est très correcte,satisfait de la faciliter à créer mon contrat j ai été parrainé et la baisse de prix de 50 offerte est très attractive le prix de l assurance est très correcte,Satisfait de la faciliter à créer mon contrat. J’ai été parrainé et la baisse de prix de 50 offerte est très attractive. Le prix de l’assurance est très correcte.,satisfait de la faciliter à créer mon contrat ai été parrainé et la baisse de prix de 50 offerte est très attractives le prix de assurance est très correcte,satisfied to facilitate it to create my contract i was sponsored and the price drop of 50 offered is very attractive the insurance price is very correct,satisfied to make it easier to create my contract i was sponsored and the price reduction of 50 offered is very attractive the insurance price is very correct
2,elpadre44-79491,"La casse d'un miroir n'est pas couvert par ""bris de glace"" avec l'option multirisque 
Nous avons plusieurs contrats au CM, dont contrat habitation avec la garantie Bris de glace. Suite casse du miroir de la salle de bain avec découpe et bords polis, le remplacement me coûte 189,84 euros. En appelant la plateforme, attente interminable de plus de 10 minutes au tél, mon interlocutrice, très aimable au demeurant, me dit que les miroirs ne sont couverts ni par la couverture bris de glace, ni biens mobiliers, ni multirisques. Il aurait fallu souscrire une couverture Tous risques .  
Nous avons eu aussi une déconvenue avec notre assurance auto. Lors du transfert de l'assurance à mon nom à celui de notre fille, notre interlocuteur a oublié d'annuler le précédent. Heureusement, je m'en suis rendu compte au bous d'1 an lors de l'appel de cotisations, et le remboursement a été fait ",Crédit Mutuel,habitation,train,2019-09-26,2019-09-01,"The breakage of a mirror is not covered by ""Ice Broke"" with the multi -risk option
We have several contracts at the CM, including a home contract with the BRIS de GLIS warranty. Continue breaking from the bathroom mirror with cutting and polished edges, replacement costs me 189.84 euros. By calling the platform, an endless wait of more than 10 minutes at the Tel, my interlocutor, very kind, told me that the mirrors are covered either by the blanket broken, neither movable, nor multi -risk. It would have been necessary to subscribe to an all -risk coverage.
We also had a disappointment with our car insurance. During the transfer of insurance to my name to that of our daughter, our interlocutor forgot to cancel the previous one. Fortunately, I realized it at the bous of 1 year when calling contributions, and the reimbursement was made","La casse un miroir est pas couvert par abris de glace avec option multirisque Nous avons plusieurs contrats au cm dont contrat habitation avec la garantie Bris de glace Suite casse du miroir de la salle de bain avec découpe et bords polis le remplacement me coûte 189,84 euros En appelant la plateforme attente interminable de plus de 10 minutes au télé mon interlocutrice très aimable au demeurant me dit que les miroirs ne sont couverts ni par la couverture bris de glace ni biens mobiliers ni multirisques Il aurait fallu souscrire une couverture Tous risques . Nous avons eu aussi une déconvenue avec notre assurance auto Lors du transfert de assurance à mon nom à celui de notre fille notre interlocuteur a oublié annuler le précédent heureusement je mien suis rendu compte au bous d' an lors de appel de cotisations et le remboursement a été fait","The breakage of a mirror is not covered by ice shelters with multi-risk option We have several contracts per cm including home contract with the Glass breakage guarantee Following breakage of the bathroom mirror with cut-out and polished edges the replacement costs me 189.84 euros By calling the platform endless wait of more than 10 minutes on TV my very friendly interlocutor tells me that the mirrors are not covered by the glass breakage or personal property or multi-risk cover. should have taken out comprehensive cover. We also had a disappointment with our car insurance. When transferring the insurance from my name to that of our daughter, our contact person forgot to cancel the previous one. Fortunately, I realized this after a year when the contributions were called and the reimbursement was made.",avis_20_traduit.xlsx,la casse d un miroir n est pas couvert par bris de glace avec l option multirisque nous avons plusieurs contrats au cm dont contrat habitation avec la garantie bris de glace suite casse du miroir de la salle de bain avec découpe et bords polis le remplacement me coûte 189 84 euros en appelant la plateforme attente interminable de plus de 10 minutes au tél mon interlocutrice très aimable au demeurant me dit que les miroirs ne sont couverts ni par la couverture bris de glace ni biens mobiliers ni multirisques il aurait fallu souscrire une couverture tous risques nous avons eu aussi une déconvenue avec notre assurance auto lors du transfert de l assurance à mon nom à celui de notre fille notre interlocuteur a oublié d annuler le précédent heureusement je m en suis rendu compte au bous d 1 an lors de l appel de cotisations et le remboursement a été fait,la casse d un miroir n est pas couvert par bris de glace avec l option multirisque nous avons plusieurs contrats au cm dont contrat habitation avec la garantie bris de glace suite casse du miroir de la salle de bain avec découpe et bords polis le remplacement me coûte 189 84 euros en appelant la plateforme attente interminable de plus de 10 minutes au tél mon interlocutrice très aimable au demeurant me dit que les miroirs ne sont couverts ni par la couverture bris de glace ni biens mobiliers ni multirisques il aurait fallu souscrire une couverture tous risques nous avons eu aussi une déconvenue avec notre assurance auto lors du transfert de l assurance à mon nom à celui de notre fille notre interlocuteur a oublié d annuler le précédent heureusement je m en suis rendu compte au bous d 1 an lors de l appel de cotisations et le remboursement a été fait,"La casse d'un miroir n'est pas couvert par ""bris de glace"" avec l'option multirisque Nous avons plusieurs contrats au CM, dont contrat habitation avec la garantie Bris de glace. Suite casse du miroir de la salle de bain avec découpe et bords polis, le remplacement me coûte 189,84 euros. En appelant la plateforme, attente interminable de plus de 10 minutes au tél, mon interlocutrice, très aimable au demeurant, me dit que les miroirs ne sont couverts ni par la couverture bris de glace, ni biens mobiliers, ni multirisques. Il aurait fallu souscrire une couverture Tous risques . Nous avons eu aussi une déconvenue avec notre assurance auto. Lors du transfert de l'assurance à mon nom à celui de notre fille, notre interlocuteur a oublié d'annuler le précédent. Heureusement, je m'en suis rendu compte au bous d'1 an lors de l'appel de cotisations, et le remboursement a été fait",la casse un miroir est pas couvert par abris de glace avec option multirisque nous avons plusieurs contrats au cm dont contrat habitation avec la garantie bris de glace suite casse du miroir de la salle de bain avec découpe et bords polis le remplacement me coûte 189 84 euros en appelant la plateforme attente interminable de plus de 10 minutes au télé mon interlocutrice très aimable au demeurant me dit que les miroirs ne sont couverts ni par la couverture bris de glace ni biens mobiliers ni multirisques il aurait fallu souscrire une couverture tous risques nous avons eu aussi une déconvenue avec notre assurance auto lors du transfert de assurance à mon nom à celui de notre fille notre interlocuteur a oublié annuler le précédent heureusement je mien suis rendu compte au bous d an lors de appel de cotisations et le remboursement a été fait,the breakage of a mirror is not covered by ice broke with the multi risk option we have several contracts at the cm including a home contract with the bris de glis warranty continue breaking from the bathroom mirror with cutting and polished edges replacement costs me 189 84 euros by calling the platform an endless wait of more than 10 minutes at the tel my interlocutor very kind told me that the mirrors are covered either by the blanket broken neither movable nor multi risk it would have been necessary to subscribe to an all risk coverage we also had a disappointment with our car insurance during the transfer of insurance to my name to that of our daughter our interlocutor forgot to cancel the previous one fortunately i realized it at the bous of 1 year when calling contributions and the reimbursement was made,the breakage of a mirror is not covered by ice shelters with multi risk option we have several contracts per cm including home contract with the glass breakage guarantee following breakage of the bathroom mirror with cut out and polished edges the replacement costs me 189 84 euros by calling the platform endless wait of more than 10 minutes on tv my very friendly interlocutor tells me that the mirrors are not covered by the glass breakage or personal property or multi risk cover should have taken out comprehensive cover we also had a disappointment with our car insurance when transferring the insurance from my name to that of our daughter our contact person forgot to cancel the previous one fortunately i realized this after a year when the contributions were called and the reimbursement was made
4,paula-f-105001,Je suis satisfaite du prix global de votre assurance et la conseillère LINDA a été parfaite et très agréable. J'ai eu toutes les réponses à mes questions.MERCI,Direct Assurance,auto,train,2021-03-01,2021-03-01,I am satisfied with the overall price of your insurance and the Linda advisor was perfect and very pleasant. I had all the answers to my questions. Thank you,Je suis satisfaite du prix global de votre assurance et la conseillère blinda a été parfaite et très agréable ai eu toutes les réponses à mes questions.MERCI,I am satisfied with the overall price of your insurance and the blinda advisor was perfect and very pleasant and had all the answers to my questions. THANK YOU,avis_16_traduit.xlsx,je suis satisfaite du prix global de votre assurance et la conseillère linda a été parfaite et très agréable j ai eu toutes les réponses à mes questions merci,je suis satisfaite du prix global de votre assurance et la conseillère linda a été parfaite et très agréable j ai eu toutes les réponses à mes questions merci,Je suis satisfaite du prix global de votre assurance et la conseillère LINDA a été parfaite et très agréable. J'ai eu toutes les réponses à mes questions.MERCI,je suis satisfaite du prix global de votre assurance et la conseillère blinda a été parfaite et très agréable ai eu toutes les réponses à mes questions merci,i am satisfied with the overall price of your insurance and the linda advisor was perfect and very pleasant i had all the answers to my questions thank you,i am satisfied with the overall price of your insurance and the blinda advisor was perfect and very pleasant and had all the answers to my questions thank you
2,delaunay-f-123374,Je suis pour le moment satisfait la personne que j'ai eu au téléphone ma bien expliqué jai bien reçu mes documents par mail je vous  recommanderais sinple et rapide merci encore ,L'olivier Assurance,auto,train,2021-07-14,2021-07-01,I am currently satisfied the person I had on the phone explained to me I received my documents by email I would recommend Sinple and quick thank you again,Je suis pour le moment satisfait la personne que ai eu au téléphone ma bien expliqué ai bien reçu mes documents par mais je vous recommanderais simple et rapide merci encore,I am for the moment satisfied the person who spoke to me on the phone explained me well I received my documents by but I would recommend you simple and fast thank you again,avis_15_traduit.xlsx,je suis pour le moment satisfait la personne que j ai eu au téléphone ma bien expliqué jai bien reçu mes documents par mail je vous recommanderais sinple et rapide merci encore,je suis pour le moment satisfait la personne que j ai eu au téléphone ma bien expliqué jai bien reçu mes documents par mail je vous recommanderais sinple et rapide merci encore,Je suis pour le moment satisfait la personne que j'ai eu au téléphone ma bien expliqué jai bien reçu mes documents par mail je vous recommanderais sinple et rapide merci encore,je suis pour le moment satisfait la personne que ai eu au téléphone ma bien expliqué ai bien reçu mes documents par mais je vous recommanderais simple et rapide merci encore,i am currently satisfied the person i had on the phone explained to me i received my documents by email i would recommend sinple and quick thank you again,i am for the moment satisfied the person who spoke to me on the phone explained me well i received my documents by but i would recommend you simple and fast thank you again
1,langdom86-58142,"Concernant mon contrat d'assurance habitation chez AXA, mon avis sera rapide. Jamais eu besoin de l'assistance et jamais eu de sinistre. Par contre, une belle augmentation d'année en année (sans modification de mon contrat, sans sinistre, sans besoin d'assistance). En résumant: 97 euros la première année, 109 euros en 2014, 116 euros en 2015, 135 euros en 2016 et ... 195 euros en 2017! Alors là non... Après plusieurs appels au service client pour en savoir plus, aucunes explications sérieuses (augmentation des taxes, de la sinistralité, des décrets, etc etc...). Bref résiliation et visite à la concurrence, bien moins chères.  ",AXA,habitation,train,2017-10-18,2017-10-01,"Regarding my home insurance contract at AXA, my opinion will be fast. Never needed assistance and never had a claim. On the other hand, a great increase from year to year (without modification of my contract, without claim, without the need for assistance). In summary: 97 euros the first year, 109 euros in 2014, 116 euros in 2015, 135 euros in 2016 and ... 195 euros in 2017! So there no ... after several calls for customer service to find out more, no serious explanations (increase in taxes, loss, decrees, etc etc ...). In short, termination and visit to competition, much cheaper.","Concernant mon contrat assurance habitation chez axa mon avis sera rapide Jamais eu besoin de assistance et jamais eu de sinistre Par contre une belle augmentation année en année sans modification de mon contrat sans sinistre sans besoin d'assistance). En résumant 97 euros la première années 109 euros en 2014, 116 euros en 2015, 135 euros en 2016 et p. 195 euros en 2017! Alors là non... Après plusieurs appels au service client pour en savoir plus aucunes explications sérieuses augmentation des taxes de la sinistralité, des décrets et etc...). Bref résiliation et visite à la concurrence bien moins chères","Concerning my home insurance contract with axa my opinion will be quick Never needed assistance and never had a claim On the other hand a nice increase year after year without modification of my contract without claim without need for assistance). Summarizing 97 euros the first year 109 euros in 2014, 116 euros in 2015, 135 euros in 2016 and p. 195 euros in 2017! So no... After several calls to customer service to find out more, no serious explanations increase in claims taxes, decrees and etc...). Brief termination and visit to the much cheaper competition",avis_5_traduit.xlsx,concernant mon contrat d assurance habitation chez axa mon avis sera rapide jamais eu besoin de l assistance et jamais eu de sinistre par contre une belle augmentation d année en année sans modification de mon contrat sans sinistre sans besoin d assistance en résumant 97 euros la première année 109 euros en 2014 116 euros en 2015 135 euros en 2016 et 195 euros en 2017 alors là non après plusieurs appels au service client pour en savoir plus aucunes explications sérieuses augmentation des taxes de la sinistralité des décrets etc etc bref résiliation et visite à la concurrence bien moins chères,concernant mon contrat d assurance habitation chez axa mon avis sera rapide jamais eu besoin de l assistance et jamais eu de sinistre par contre une belle augmentation d année en année sans modification de mon contrat sans sinistre sans besoin d assistance en résumant 97 euros la première année 109 euros en 2014 116 euros en 2015 135 euros en 2016 et 195 euros en 2017 alors là non après plusieurs appels au service client pour en savoir plus aucunes explications sérieuses augmentation des taxes de la sinistralité des décrets etc etc bref résiliation et visite à la concurrence bien moins chères,"Concernant mon contrat d'assurance habitation chez AXA, mon avis sera rapide. Jamais eu besoin de l'assistance et jamais eu de sinistre. Par contre, une belle augmentation d'année en année (sans modification de mon contrat, sans sinistre, sans besoin d'assistance). En résumant: 97 euros la première année, 109 euros en 2014, 116 euros en 2015, 135 euros en 2016 et ... 195 euros en 2017! Alors là non... Après plusieurs appels au service client pour en savoir plus, aucunes explications sérieuses (augmentation des taxes, de la sinistralité, des décrets, etc etc...). Bref résiliation et visite à la concurrence, bien moins chères.",concernant mon contrat assurance habitation chez axa mon avis sera rapide jamais eu besoin de assistance et jamais eu de sinistre par contre une belle augmentation année en année sans modification de mon contrat sans sinistre sans besoin d assistance en résumant 97 euros la première années 109 euros en 2014 116 euros en 2015 135 euros en 2016 et p 195 euros en 2017 alors là non après plusieurs appels au service client pour en savoir plus aucunes explications sérieuses augmentation des taxes de la sinistralité des décrets et etc bref résiliation et visite à la concurrence bien moins chères,regarding my home insurance contract at axa my opinion will be fast never needed assistance and never had a claim on the other hand a great increase from year to year without modification of my contract without claim without the need for assistance in summary 97 euros the first year 109 euros in 2014 116 euros in 2015 135 euros in 2016 and 195 euros in 2017 so there no after several calls for customer service to find out more no serious explanations increase in taxes loss decrees etc etc in short termination and visit to competition much cheaper,concerning my home insurance contract with axa my opinion will be quick never needed assistance and never had a claim on the other hand a nice increase year after year without modification of my contract without claim without need for assistance summarizing 97 euros the first year 109 euros in 2014 116 euros in 2015 135 euros in 2016 and p 195 euros in 2017 so no after several calls to customer service to find out more no serious explanations increase in claims taxes decrees and etc brief termination and visit to the much cheaper competition
1,mariecastel-82212,"Assurée depuis 1 an à la Matmut pour 2 véhicules et une assurance habitation, j'ai eu le plaisir de découvrir la résiliation de MES contratS suite à une accrochage sans dommages corporels dans une parking après un an d'assurance.
La résiliation est une clause légale inscrite au contrat, donc pas de problèmes.
Mon conjoint, qui habite dans le même logement que moi a eu le plaisir de découvrir qu'il était aussi résilié sous le motif ""que je risque de prendre son véhicule"" UNE HONTE
Sachez, qu'une fois résilier 75 % des assurances ne veulent plus vous assurer

Je n'ai jamais réceptionné le courrier de résiliation envoyé par LRAR d'après leurs dirent ! Ce document m'a été demandé par mon nouvelle assureur afin de pouvoir compléter le dossier et de pouvoir me réassurer.
Après 1 mois d'attente et de réclamation pour m'envoyer une copie de ce document toujours rien... Actuellement je ne peux donc m'assurer nul part tant que je n'aurai pas réceptionne ce document (demande réaliser par mon espace personnel, par LRAR et par une dizaine d'appel dans les agences...)

ASSURANCE A FUIR",Matmut,auto,train,2019-12-23,2019-12-01,"Insured for 1 year at the Matmut for 2 vehicles and home insurance, I had the pleasure of discovering the termination of my contracts following a hanging without corporal damage in a parking lot after a year of insurance.
Termination is a legal clause registered with the contract, so no problems.
My partner, who lives in the same accommodation as I had the pleasure of discovering that he was also terminated under the reason ""that I risk taking his vehicle"" a shame
Know, that once to terminate 75 % of insurances no longer want to assure you

I have never received the termination letter sent by LRAR according to them! This document was asked for me by my new insurer in order to be able to complete the file and to be able to reassure me.
After 1 month of waiting and complaint to send me a copy of this document still nothing ... Currently I can therefore insure myself anywhere as long as I have not received this document (request to make by my personal space , by LRAR and by a dozen calls in agencies ...)

Insurance to flee",Assurée depuis 1 an à la atout pour 2 véhicules et une assurance habitations ai eu le plaisir de découvrir la résiliation de MES contratS suite à une accrochage sans dommages corporels dans une parking après un an d'assurance. La résiliation est une clause légale inscrite au contrat donc pas de problèmes Mon conjoint qui habite dans le même logement que moi a eu le plaisir de découvrir qui était aussi résilié sous le motif que je risque de prendre son véhicule UNE HONTE sachez aucune fois résilier 75 % des assurances ne veulent plus vous assurer Je ai jamais réceptionné le courrier de résiliation envoyé par la après leurs dirent ! Ce document ma été demandé par mon nouvelle assureur afin de pouvoir compléter le dossier et de pouvoir me réassurer Après 1 mois attente et de réclamation pour envoyer une copie de ce document toujours rien... Actuellement je ne peux donc assurer nul part tant que je saurai pas réceptionne ce document demande réaliser par mon espace personnel par la et par une dizaine appel dans les agences...) ASSURANCE A FUIR,"Insured for 1 year with the asset for 2 vehicles and home insurance, I had the pleasure of discovering the termination of MY contracts following a collision without bodily injury in a parking lot after one year of insurance. Termination is a legal clause included in the contract so no problems My partner who lives in the same accommodation as me had the pleasure of discovering who was also terminated on the grounds that I risk taking his vehicle A SHAME never know how to cancel 75% of insurance companies no longer want to insure you I never received the termination letter sent by them after their say! This document was requested by my new insurer in order to be able to complete the file and to be able to re-insure myself After 1 month of waiting and complaints to send a copy of this document still nothing... Currently I cannot insure anywhere as long as I do not know how to receive this document request made through my personal space by the and by a dozen calls in the agencies...) INSURANCE TO ESCAPE",avis_6_traduit.xlsx,assurée depuis 1 an à la matmut pour 2 véhicules et une assurance habitation j ai eu le plaisir de découvrir la résiliation de mes contrats suite à une accrochage sans dommages corporels dans une parking après un an d assurance la résiliation est une clause légale inscrite au contrat donc pas de problèmes mon conjoint qui habite dans le même logement que moi a eu le plaisir de découvrir qu il était aussi résilié sous le motif que je risque de prendre son véhicule une honte sachez qu une fois résilier 75 des assurances ne veulent plus vous assurer je n ai jamais réceptionné le courrier de résiliation envoyé par lrar d après leurs dirent ce document m a été demandé par mon nouvelle assureur afin de pouvoir compléter le dossier et de pouvoir me réassurer après 1 mois d attente et de réclamation pour m envoyer une copie de ce document toujours rien actuellement je ne peux donc m assurer nul part tant que je n aurai pas réceptionne ce document demande réaliser par mon espace personnel par lrar et par une dizaine d appel dans les agences assurance a fuir,assurée depuis 1 an à la matmut pour 2 véhicules et une assurance habitation j ai eu le plaisir de découvrir la résiliation de mes contrats suite à une accrochage sans dommages corporels dans une parking après un an d assurance la résiliation est une clause légale inscrite au contrat donc pas de problèmes mon conjoint qui habite dans le même logement que moi a eu le plaisir de découvrir qu il était aussi résilié sous le motif que je risque de prendre son véhicule une honte sachez qu une fois résilier 75 des assurances ne veulent plus vous assurer je n ai jamais réceptionné le courrier de résiliation envoyé par lrar d après leurs dirent ce document m a été demandé par mon nouvelle assureur afin de pouvoir compléter le dossier et de pouvoir me réassurer après 1 mois d attente et de réclamation pour m envoyer une copie de ce document toujours rien actuellement je ne peux donc m assurer nul part tant que je n aurai pas réceptionne ce document demande réaliser par mon espace personnel par lrar et par une dizaine d appel dans les agences assurance a fuir,"Assurée depuis 1 an à la Matmut pour 2 véhicules et une assurance habitation, j'ai eu le plaisir de découvrir la résiliation de MES contratS suite à une accrochage sans dommages corporels dans une parking après un an d'assurance. La résiliation est une clause légale inscrite au contrat, donc pas de problèmes. Mon conjoint, qui habite dans le même logement que moi a eu le plaisir de découvrir qu'il était aussi résilié sous le motif ""que je risque de prendre son véhicule"" UNE HONTE Sachez, qu'une fois résilier 75 % des assurances ne veulent plus vous assurer Je n'ai jamais réceptionné le courrier de résiliation envoyé par LRAR d'après leurs dirent ! Ce document m'a été demandé par mon nouvelle assureur afin de pouvoir compléter le dossier et de pouvoir me réassurer. Après 1 mois d'attente et de réclamation pour m'envoyer une copie de ce document toujours rien... Actuellement je ne peux donc m'assurer nul part tant que je n'aurai pas réceptionne ce document (demande réaliser par mon espace personnel, par LRAR et par une dizaine d'appel dans les agences...) ASSURANCE A FUIR",assurée depuis 1 an à la atout pour 2 véhicules et une assurance habitations ai eu le plaisir de découvrir la résiliation de mes contrats suite à une accrochage sans dommages corporels dans une parking après un an d assurance la résiliation est une clause légale inscrite au contrat donc pas de problèmes mon conjoint qui habite dans le même logement que moi a eu le plaisir de découvrir qui était aussi résilié sous le motif que je risque de prendre son véhicule une honte sachez aucune fois résilier 75 des assurances ne veulent plus vous assurer je ai jamais réceptionné le courrier de résiliation envoyé par la après leurs dirent ce document ma été demandé par mon nouvelle assureur afin de pouvoir compléter le dossier et de pouvoir me réassurer après 1 mois attente et de réclamation pour envoyer une copie de ce document toujours rien actuellement je ne peux donc assurer nul part tant que je saurai pas réceptionne ce document demande réaliser par mon espace personnel par la et par une dizaine appel dans les agences assurance a fuir,insured for 1 year at the matmut for 2 vehicles and home insurance i had the pleasure of discovering the termination of my contracts following a hanging without corporal damage in a parking lot after a year of insurance termination is a legal clause registered with the contract so no problems my partner who lives in the same accommodation as i had the pleasure of discovering that he was also terminated under the reason that i risk taking his vehicle a shame know that once to terminate 75 of insurances no longer want to assure you i have never received the termination letter sent by lrar according to them this document was asked for me by my new insurer in order to be able to complete the file and to be able to reassure me after 1 month of waiting and complaint to send me a copy of this document still nothing currently i can therefore insure myself anywhere as long as i have not received this document request to make by my personal space by lrar and by a dozen calls in agencies insurance to flee,insured for 1 year with the asset for 2 vehicles and home insurance i had the pleasure of discovering the termination of my contracts following a collision without bodily injury in a parking lot after one year of insurance termination is a legal clause included in the contract so no problems my partner who lives in the same accommodation as me had the pleasure of discovering who was also terminated on the grounds that i risk taking his vehicle a shame never know how to cancel 75 of insurance companies no longer want to insure you i never received the termination letter sent by them after their say this document was requested by my new insurer in order to be able to complete the file and to be able to re insure myself after 1 month of waiting and complaints to send a copy of this document still nothing currently i cannot insure anywhere as long as i do not know how to receive this document request made through my personal space by the and by a dozen calls in the agencies insurance to escape
